Name,Size,Type,Alignment,AC,HP,Speed,Challenge_Rating,XP,STR,STR_Mod,DEX,DEX_Mod,CON,CON_Mod,INT,INT_Mod,WIS,WIS_Mod,CHA,CHA_Mod,Saving_Throws,Skills,Passive_Perception,Senses,Languages,Vulnerabilities,Damage_Vulnerabilities,Resistances,Immunities,Condition_Immunities,Habitat,Treasure,Gear,Traits,Actions,Reactions,Bonus_Actions,Legendary_Actions,Legendary_Actions_Num,Legendary_Actions_Desc,Source_Name,Image_URL
Adult Silver Dragon,Huge,dragon,Lawful Good,19 (Natural Armor),243 (18d12+126),"40 ft., fly 80 ft.",16,"15,000",27,+8,10,+0,25,+7,16,+3,13,+1,21,+5,"Dex +5, Con +12, Wis +6, Cha +10","Arcana +8, History +8, Perception +11, Stealth +5",21,"Blindsight 60 Ft., Darkvision 120 Ft.","Common, Draconic",,,,Cold,,,,,"Legendary Resistance (3/Day): If the dragon fails a saving throw, it can choose to succeed instead.","Multiattack: The dragon can use its Frightful Presence. It then makes three attacks: one with its bite and two with its claws. | Bite:  | Claw:  | Tail:  | Frightful Presence: Each creature of the dragon's choice that is within 120 feet of the dragon and aware of it must succeed on a DC 18 Wisdom saving throw or become frightened for 1 minute. A creature can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success. If a creature's saving throw is successful or the effect ends for it, the creature is immune to the dragon's Frightful Presence for the next 24 hours. | Breath Weapons (Recharge 5-6): The dragon uses one of the following breath weapons. Cold Breath. The dragon exhales an icy blast in a 60-foot cone. Each creature in that area must make a DC 20 Constitution saving throw, taking 58 (13d8) cold damage on a failed save, or half as much damage on a successful one. Paralyzing Breath. The dragon exhales paralyzing gas in a 60-foot cone. Each creature in that area must succeed on a DC 20 Constitution saving throw or be paralyzed for 1 minute. A creature can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success. | Change Shape: The dragon magically polymorphs into a humanoid or beast that has a challenge rating no higher than its own, or back into its true form. It reverts to its true form if it dies. Any equipment it is wearing or carrying is absorbed or borne by the new form (the dragon's choice). In a new form, the dragon retains its alignment, hit points, Hit Dice, ability to speak, proficiencies, Legendary Resistance, lair actions, and Intelligence, Wisdom, and Charisma scores, as well as this action. Its statistics and capabilities are otherwise replaced by those of the new form, except any class features or legendary actions of that form.",,,Detect: The dragon makes a Wisdom (Perception) check. | Tail Attack: The dragon makes a tail attack. | Wing Attack (Costs 2 Actions): The dragon beats its wings. Each creature within 10 ft. of the dragon must succeed on a DC 22 Dexterity saving throw or take 15 (2d6 + 8) bludgeoning damage and be knocked prone. The dragon can then fly up to half its flying speed.,3,,Free Basic Rules (2014),https://files.d20.io/images/390056932/8Kr2n8GZDvgVkuWRGw_vFQ/original.png
Adult White Dragon,Huge,dragon,Chaotic Evil,18 (Natural Armor),200 (16d12+96),"40 ft., burrow 30 ft., fly 80 ft., swim 40 ft.",13,"10,000",22,+6,10,+0,22,+6,8,-1,12,+1,12,+1,"Dex +5, Con +11, Wis +6, Cha +6","Perception +11, Stealth +5",21,"Blindsight 60 Ft., Darkvision 120 Ft.","Common, Draconic",,,,Cold,,,,,"Ice Walk: The dragon can move across and climb icy surfaces without needing to make an ability check. Additionally, difficult terrain composed of ice or snow doesn't cost it extra moment. | Legendary Resistance (3/Day): If the dragon fails a saving throw, it can choose to succeed instead.","Multiattack: The dragon can use its Frightful Presence. It then makes three attacks: one with its bite and two with its claws. | Bite:  | Claw:  | Tail:  | Frightful Presence: Each creature of the dragon's choice that is within 120 ft. of the dragon and aware of it must succeed on a DC 14 Wisdom saving throw or become frightened for 1 minute. A creature can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success. If a creature's saving throw is successful or the effect ends for it, the creature is immune to the dragon's Frightful Presence for the next 24 hours. | Cold Breath (Recharge 5-6): The dragon exhales an icy blast in a 60-foot cone. Each creature in that area must make a DC 19 Constitution saving throw, taking 54 (12d8) cold damage on a failed save, or half as much damage on a successful one.",,,Detect: The dragon makes a Wisdom (Perception) check. | Tail Attack: The dragon makes a tail attack. | Wing Attack (Costs 2 Actions): The dragon beats its wings. Each creature within 10 ft. of the dragon must succeed on a DC 19 Dexterity saving throw or take 13 (2d6 + 6) bludgeoning damage and be knocked prone. The dragon can then fly up to half its flying speed.,3,,Free Basic Rules (2014),https://files.d20.io/images/390057038/PCc1ghxY4KIMrNo_-Q63GA/original.png
Air Elemental,Large,elemental,Neutral,15,90 (12d10+24),"0 ft., fly 90 ft. (hover)",5,"1,800",14,+2,20,+5,14,+2,6,-2,10,+0,6,-2,,,10,Darkvision 60 Ft.,Auran,,,"Lightning; Thunder; Bludgeoning, Piercing, and Slashing From Nonmagical Attacks",Poison,"Exhaustion, Grappled, Paralyzed, Petrified, Poisoned, Prone, Restrained, Unconscious",,,,Air Form: The elemental can enter a hostile creature's space and stop there. It can move through a space as narrow as 1 inch wide without squeezing.,"Multiattack: The elemental makes two slam attacks. | Slam:  | Whirlwind (Recharge 4-6): Each creature in the elemental's space must make a DC 13 Strength saving throw. On a failure, a target takes 15 (3d8 + 2) bludgeoning damage and is flung up 20 feet away from the elemental in a random direction and knocked prone. If a thrown target strikes an object, such as a wall or floor, the target takes 3 (1d6) bludgeoning damage for every 10 feet it was thrown. If the target is thrown at another creature, that creature must succeed on a DC 13 Dexterity saving throw or take the same damage and be knocked prone. If the saving throw is successful, the target takes half the bludgeoning damage and isn't flung away or knocked prone.",,,,,,Free Basic Rules (2014),https://files.d20.io/images/390057056/6UF47CwAlWj4PHYlGxCQkw/original.png
Ancient Black Dragon,Gargantuan,dragon,Chaotic Evil,22 (Natural Armor),367 (21d20+147),"40 ft., fly 80 ft., swim 40 ft.",21,"33,000",27,+8,14,+2,25,+7,16,+3,15,+2,19,+4,"Dex +9, Con +14, Wis +9, Cha +11","Perception +16, Stealth +9",26,"Blindsight 60 Ft., Darkvision 120 Ft.","Common, Draconic",,,,Acid,,,,,"Amphibious: The dragon can breathe air and water. | Legendary Resistance (3/Day): If the dragon fails a saving throw, it can choose to succeed instead.","Multiattack: The dragon can use its Frightful Presence. It then makes three attacks: one with its bite and two with its claws. | Bite:  | Claw:  | Tail:  | Frightful Presence: Each creature of the dragon's choice that is within 120 feet of the dragon and aware of it must succeed on a DC 19 Wisdom saving throw or become frightened for 1 minute. A creature can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success. If a creature's saving throw is successful or the effect ends for it, the creature is immune to the dragon's Frightful Presence for the next 24 hours. | Acid Breath (Recharge 5-6): The dragon exhales acid in a 90-foot line that is 10 feet wide. Each creature in that line must make a DC 22 Dexterity saving throw, taking 67 (15d8) acid damage on a failed save, or half as much damage on a successful one.",,,Detect: The dragon makes a Wisdom (Perception) check. | Tail Attack: The dragon makes a tail attack. | Wing Attack (Costs 2 Actions): The dragon beats its wings. Each creature within 15 ft. of the dragon must succeed on a DC 23 Dexterity saving throw or take 15 (2d6 + 8) bludgeoning damage and be knocked prone. The dragon can then fly up to half its flying speed.,3,,Free Basic Rules (2014),https://files.d20.io/images/390057162/eXZjeM2K1j28wJS90mMY0A/original.png
Ancient Blue Dragon,Gargantuan,dragon,Lawful Evil,22 (Natural Armor),481 (26d20+208),"40 ft., burrow 40 ft., fly 80 ft.",23,"50,000",29,+9,10,+0,27,+8,18,+4,17,+3,21,+5,"Dex +7, Con +15, Wis +10, Cha +12","Perception +17, Stealth +7",27,"Blindsight 60 Ft., Darkvision 120 Ft.","Common, Draconic",,,,Lightning,,,,,"Legendary Resistance (3/Day): If the dragon fails a saving throw, it can choose to succeed instead.","Multiattack: The dragon can use its Frightful Presence. It then makes three attacks: one with its bite and two with its claws. | Bite:  | Claw:  | Tail:  | Frightful Presence: Each creature of the dragon's choice that is within 120 feet of the dragon and aware of it must succeed on a DC 20 Wisdom saving throw or become frightened for 1 minute. A creature can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success. If a creature's saving throw is successful or the effect ends for it, the creature is immune to the dragon's Frightful Presence for the next 24 hours. | Lightning Breath (Recharge 5-6): The dragon exhales lightning in a 120-foot line that is 10 feet wide. Each creature in that line must make a DC 23 Dexterity saving throw, taking 88 (16d10) lightning damage on a failed save, or half as much damage on a successful one.",,,Detect: The dragon makes a Wisdom (Perception) check. | Tail Attack: The dragon makes a tail attack. | Wing Attack (Costs 2 Actions): The dragon beats its wings. Each creature within 15 ft. of the dragon must succeed on a DC 24 Dexterity saving throw or take 16 (2d6 + 9) bludgeoning damage and be knocked prone. The dragon can then fly up to half its flying speed.,3,,Free Basic Rules (2014),https://files.d20.io/images/390057246/qMQ1Ek2kdQbMHltSaPc9Tw/original.png
Ancient Brass Dragon,Gargantuan,dragon,Chaotic Good,20 (Natural Armor),297 (17d20+119),"40 ft., burrow 40 ft., fly 80 ft.",20,"25,000",27,+8,10,+0,25,+7,16,+3,15,+2,19,+4,"Dex +6, Con +13, Wis +8, Cha +10","History +9, Perception +14, Persuasion +10, Stealth +6",24,"Blindsight 60 Ft., Darkvision 120 Ft.","Common, Draconic",,,,Fire,,,,,"Legendary Resistance (3/Day): If the dragon fails a saving throw, it can choose to succeed instead.","Multiattack: The dragon can use its Frightful Presence. It then makes three attacks: one with its bite and two with its claws. | Bite:  | Claw:  | Tail:  | Frightful Presence: Each creature of the dragon's choice that is within 120 feet of the dragon and aware of it must succeed on a DC 18 Wisdom saving throw or become frightened for 1 minute. A creature can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success. If a creature's saving throw is successful or the effect ends for it, the creature is immune to the dragon's Frightful Presence for the next 24 hours. | Breath Weapons (Recharge 5-6): The dragon uses one of the following breath weapons: Fire Breath. The dragon exhales fire in an 90-foot line that is 10 feet wide. Each creature in that line must make a DC 21 Dexterity saving throw, taking 56 (16d6) fire damage on a failed save, or half as much damage on a successful one. Sleep Breath. The dragon exhales sleep gas in a 90-foot cone. Each creature in that area must succeed on a DC 21 Constitution saving throw or fall unconscious for 10 minutes. This effect ends for a creature if the creature takes damage or someone uses an action to wake it. | Change Shape: The dragon magically polymorphs into a humanoid or beast that has a challenge rating no higher than its own, or back into its true form. It reverts to its true form if it dies. Any equipment it is wearing or carrying is absorbed or borne by the new form (the dragon's choice). In a new form, the dragon retains its alignment, hit points, Hit Dice, ability to speak, proficiencies, Legendary Resistance, lair actions, and Intelligence, Wisdom, and Charisma scores, as well as this action. Its statistics and capabilities are otherwise replaced by those of the new form, except any class features or legendary actions of that form.",,,Detect: The dragon makes a Wisdom (Perception) check. | Tail Attack: The dragon makes a tail attack. | Wing Attack (Costs 2 Actions): The dragon beats its wings. Each creature within 15 ft. of the dragon must succeed on a DC 22 Dexterity saving throw or take 15 (2d6 + 8) bludgeoning damage and be knocked prone. The dragon can then fly up to half its flying speed.,3,,Free Basic Rules (2014),https://files.d20.io/images/390057257/tc8e6_ThWmFY0XcwJxbpQg/original.png
Ancient Bronze Dragon,Gargantuan,dragon,Lawful Good,22 (Natural Armor),444 (24d20+192),"40 ft., fly 80 ft., swim 40 ft.",22,"41,000",29,+9,10,+0,27,+8,18,+4,17,+3,21,+5,"Dex +7, Con +15, Wis +10, Cha +12","Insight +10, Perception +17, Stealth +7",27,"Blindsight 60 Ft., Darkvision 120 Ft.","Common, Draconic",,,,Lightning,,,,,"Amphibious: The dragon can breathe air and water. | Legendary Resistance (3/Day): If the dragon fails a saving throw, it can choose to succeed instead.","Multiattack: The dragon can use its Frightful Presence. It then makes three attacks: one with its bite and two with its claws. | Bite:  | Claw:  | Tail:  | Frightful Presence: Each creature of the dragon's choice that is within 120 feet of the dragon and aware of it must succeed on a DC 20 Wisdom saving throw or become frightened for 1 minute. A creature can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success. If a creature's saving throw is successful or the effect ends for it, the creature is immune to the dragon's Frightful Presence for the next 24 hours. | Breath Weapons (Recharge 5-6): The dragon uses one of the following breath weapons. Lightning Breath. The dragon exhales lightning in a 120-foot line that is 10 feet wide. Each creature in that line must make a DC 23 Dexterity saving throw, taking 88 (16d10) lightning damage on a failed save, or half as much damage on a successful one. Repulsion Breath. The dragon exhales repulsion energy in a 30-foot cone. Each creature in that area must succeed on a DC 23 Strength saving throw. On a failed save, the creature is pushed 60 feet away from the dragon. | Change Shape: The dragon magically polymorphs into a humanoid or beast that has a challenge rating no higher than its own, or back into its true form. It reverts to its true form if it dies. Any equipment it is wearing or carrying is absorbed or borne by the new form (the dragon's choice). In a new form, the dragon retains its alignment, hit points, Hit Dice, ability to speak, proficiencies, Legendary Resistance, lair actions, and Intelligence, Wisdom, and Charisma scores, as well as this action. Its statistics and capabilities are otherwise replaced by those of the new form, except any class features or legendary actions of that form.",,,Detect: The dragon makes a Wisdom (Perception) check. | Tail Attack: The dragon makes a tail attack. | Wing Attack (Costs 2 Actions): The dragon beats its wings. Each creature within 15 ft. of the dragon must succeed on a DC 24 Dexterity saving throw or take 16 (2d6 + 9) bludgeoning damage and be knocked prone. The dragon can then fly up to half its flying speed.,3,,Free Basic Rules (2014),https://files.d20.io/images/390057293/gJeQHM4bZbY3m7uzD0oEoA/original.png
Ancient Copper Dragon,Gargantuan,dragon,Chaotic Good,21 (Natural Armor),350 (20d20+140),"40 ft., climb 40 ft., fly 80 ft.",21,"33,000",27,+8,12,+1,25,+7,20,+5,17,+3,19,+4,"Dex +8, Con +14, Wis +10, Cha +11","Deception +11, Perception +17, Stealth +8",27,"Blindsight 60 Ft., Darkvision 120 Ft.","Common, Draconic",,,,Acid,,,,,"Legendary Resistance (3/Day): If the dragon fails a saving throw, it can choose to succeed instead.","Multiattack: The dragon can use its Frightful Presence. It then makes three attacks: one with its bite and two with its claws. | Bite:  | Claw:  | Tail:  | Frightful Presence: Each creature of the dragon's choice that is within 120 feet of the dragon and aware of it must succeed on a DC 19 Wisdom saving throw or become frightened for 1 minute. A creature can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success. If a creature's saving throw is successful or the effect ends for it, the creature is immune to the dragon's Frightful Presence for the next 24 hours. | Breath Weapons (Recharge 5-6): The dragon uses one of the following breath weapons. Acid Breath. The dragon exhales acid in an 90-foot line that is 10 feet wide. Each creature in that line must make a DC 22 Dexterity saving throw, taking 63 (14d8) acid damage on a failed save, or half as much damage on a successful one. Slowing Breath. The dragon exhales gas in a 90-foot cone. Each creature in that area must succeed on a DC 22 Constitution saving throw. On a failed save, the creature can't use reactions, its speed is halved, and it can't make more than one attack on its turn. In addition, the creature can use either an action or a bonus action on its turn, but not both. These effects last for 1 minute. The creature can repeat the saving throw at the end of each of its turns, ending the effect on itself with a successful save. | Change Shape: The dragon magically polymorphs into a humanoid or beast that has a challenge rating no higher than its own, or back into its true form. It reverts to its true form if it dies. Any equipment it is wearing or carrying is absorbed or borne by the new form (the dragon's choice). In a new form, the dragon retains its alignment, hit points, Hit Dice, ability to speak, proficiencies, Legendary Resistance, lair actions, and Intelligence, Wisdom, and Charisma scores, as well as this action. Its statistics and capabilities are otherwise replaced by those of the new form, except any class features or legendary actions of that form.",,,Detect: The dragon makes a Wisdom (Perception) check. | Tail Attack: The dragon makes a tail attack. | Wing Attack (Costs 2 Actions): The dragon beats its wings. Each creature within 15 ft. of the dragon must succeed on a DC 23 Dexterity saving throw or take 15 (2d6 + 8) bludgeoning damage and be knocked prone. The dragon can then fly up to half its flying speed.,3,,Free Basic Rules (2014),https://files.d20.io/images/390057143/UanxlWJU0Mo5OImTkA3YJg/original.png
Ancient Gold Dragon,Gargantuan,dragon,Lawful Good,22 (Natural Armor),546 (28d20+252),"40 ft., fly 80 ft., swim 40 ft.",24,"62,000",30,+10,14,+2,29,+9,18,+4,17,+3,28,+9,"Dex +9, Con +16, Wis +10, Cha +16","Insight +10, Perception +17, Persuasion +16, Stealth +9",27,"Blindsight 60 Ft., Darkvision 120 Ft.","Common, Draconic",,,,Fire,,,,,"Amphibious: The dragon can breathe air and water. | Legendary Resistance (3/Day): If the dragon fails a saving throw, it can choose to succeed instead.","Multiattack: The dragon can use its Frightful Presence. It then makes three attacks: one with its bite and two with its claws. | Bite:  | Claw:  | Tail:  | Frightful Presence: Each creature of the dragon's choice that is within 120 feet of the dragon and aware of it must succeed on a DC 24 Wisdom saving throw or become frightened for 1 minute. A creature can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success. If a creature's saving throw is successful or the effect ends for it, the creature is immune to the dragon's Frightful Presence for the next 24 hours. | Breath Weapons (Recharge 5-6): The dragon uses one of the following breath weapons. Fire Breath. The dragon exhales fire in a 90-foot cone. Each creature in that area must make a DC 24 Dexterity saving throw, taking 71 (13d10) fire damage on a failed save, or half as much damage on a successful one. Weakening Breath. The dragon exhales gas in a 90-foot cone. Each creature in that area must succeed on a DC 24 Strength saving throw or have disadvantage on Strength-based attack rolls, Strength checks, and Strength saving throws for 1 minute. A creature can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success. | Change Shape: The dragon magically polymorphs into a humanoid or beast that has a challenge rating no higher than its own, or back into its true form. It reverts to its true form if it dies. Any equipment it is wearing or carrying is absorbed or borne by the new form (the dragon's choice). In a new form, the dragon retains its alignment, hit points, Hit Dice, ability to speak, proficiencies, Legendary Resistance, lair actions, and Intelligence, Wisdom, and Charisma scores, as well as this action. Its statistics and capabilities are otherwise replaced by those of the new form, except any class features or legendary actions of that form.",,,Detect: The dragon makes a Wisdom (Perception) check. | Tail Attack: The dragon makes a tail attack. | Wing Attack (Costs 2 Actions): The dragon beats its wings. Each creature within 15 ft. of the dragon must succeed on a DC 25 Dexterity saving throw or take 17 (2d6 + 10) bludgeoning damage and be knocked prone. The dragon can then fly up to half its flying speed.,3,,Free Basic Rules (2014),https://files.d20.io/images/390057416/yt7l1n5HHZhPhqIM14uYAg/original.png
Ancient Green Dragon,Gargantuan,dragon,Lawful Evil,21 (Natural Armor),385 (22d20+154),"40 ft., fly 80 ft., swim 40 ft.",22,"41,000",27,+8,12,+1,25,+7,20,+5,17,+3,19,+4,"Dex +8, Con +14, Wis +10, Cha +11","Deception +11, Insight +10, Perception +17, Persuasion +11, Stealth +8",27,"Blindsight 60 Ft., Darkvision 120 Ft.","Common, Draconic",,,,Poison,Poisoned,,,,"Amphibious: The dragon can breathe air and water. | Legendary Resistance (3/Day): If the dragon fails a saving throw, it can choose to succeed instead.","Multiattack: The dragon can use its Frightful Presence. It then makes three attacks: one with its bite and two with its claws. | Bite:  | Claw:  | Tail:  | Frightful Presence: Each creature of the dragon's choice that is within 120 feet of the dragon and aware of it must succeed on a DC 19 Wisdom saving throw or become frightened for 1 minute. A creature can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success. If a creature's saving throw is successful or the effect ends for it, the creature is immune to the dragon's Frightful Presence for the next 24 hours. | Poison Breath (Recharge 5-6): The dragon exhales poisonous gas in a 90-foot cone. Each creature in that area must make a DC 22 Constitution saving throw, taking 77 (22d6) poison damage on a failed save, or half as much damage on a successful one.",,,Detect: The dragon makes a Wisdom (Perception) check. | Tail Attack: The dragon makes a tail attack. | Wing Attack (Costs 2 Actions): The dragon beats its wings. Each creature within 15 ft. of the dragon must succeed on a DC 23 Dexterity saving throw or take 15 (2d6 + 8) bludgeoning damage and be knocked prone. The dragon can then fly up to half its flying speed.,3,,Free Basic Rules (2014),https://files.d20.io/images/390057435/dmQC1Z26MQdqXLCPi4OnwA/original.png
Ancient Red Dragon,Gargantuan,dragon,Chaotic Evil,22 (Natural Armor),546 (28d20+252),"40 ft., climb 40 ft., fly 80 ft.",24,"62,000",30,+10,10,+0,29,+9,18,+4,15,+2,23,+6,"Dex +7, Con +16, Wis +9, Cha +13","Perception +16, Stealth +7",26,"Blindsight 60 Ft., Darkvision 120 Ft.","Common, Draconic",,,,Fire,,,,,"Legendary Resistance (3/Day): If the dragon fails a saving throw, it can choose to succeed instead.","Multiattack: The dragon can use its Frightful Presence. It then makes three attacks: one with its bite and two with its claws. | Bite:  | Claw:  | Tail:  | Frightful Presence: Each creature of the dragon's choice that is within 120 feet of the dragon and aware of it must succeed on a DC 21 Wisdom saving throw or become frightened for 1 minute. A creature can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success. If a creature's saving throw is successful or the effect ends for it, the creature is immune to the dragon's Frightful Presence for the next 24 hours. | Fire Breath (Recharge 5-6): The dragon exhales fire in a 90-foot cone. Each creature in that area must make a DC 24 Dexterity saving throw, taking 91 (26d6) fire damage on a failed save, or half as much damage on a successful one.",,,Detect: The dragon makes a Wisdom (Perception) check. | Tail Attack: The dragon makes a tail attack. | Wing Attack (Costs 2 Actions): The dragon beats its wings. Each creature within 15 ft. of the dragon must succeed on a DC 25 Dexterity saving throw or take 17 (2d6 + 10) bludgeoning damage and be knocked prone. The dragon can then fly up to half its flying speed.,3,,Free Basic Rules (2014),https://files.d20.io/images/390057514/A6gC7CSOjYXdxo55095_Jg/original.png
