Name,cr_numeric,actual_hp,predicted_hp,hp_delta,hp_delta_pct,hp_delta_pct_percentile,hp_baseline,ac_baseline,attack_baseline,dpr_baseline,dc_baseline,highest_attack_bonus,highest_save_dc,estimated_dpr,feature_dpr,legendary_dpr,total_dpr,feature_ac,total_ac,feature_attack,total_attack,feature_hp,ac_deviation,attack_deviation,dpr_deviation,save_dc_deviation,hp_after_phase2,hp_after_resist_immun_penalty,residual_hp,has_legendary_resistance_scaled,has_regeneration_scaled,has_flying,save_proficiency_count,resistance_count,immunity_count,vulnerability_count,legendary_actions_per_round,has_spellcasting,size_ordinal,size_ordinal_baseline,size_ordinal_deviation,feature_aggressive,feature_ambusher,feature_amorphous,feature_amphibious,feature_angelic_weapons,feature_antimagic_susceptibility,feature_avoidance,feature_blind_senses,feature_blood_frenzy,feature_breath_weapon,feature_brute,feature_charge,feature_charm,feature_constrict,feature_damage_absorption,feature_damage_transfer,feature_death_burst,feature_devils_sight,feature_dive_attack,feature_echolocation,feature_elemental_body,feature_enlarge,feature_etherealness,feature_false_appearance,feature_fey_ancestry,feature_fiendish_blessing,feature_flyby,feature_frightful_presence,feature_grapple,feature_grappler,feature_hold_breath,feature_horrifying_visage,feature_illumination,feature_immutable_form,feature_incorporeal_movement,feature_innate_spellcasting,feature_invisibility,feature_keen_senses,feature_labyrinthine_recall,feature_leadership,feature_legendary_resistance,feature_life_drain,feature_light_sensitivity,feature_magic_resistance,feature_magic_weapons,feature_martial_advantage,feature_mimicry,feature_nightmare_haunting,feature_nimble_escape,feature_otherworldly_perception,feature_pack_tactics,feature_parry,feature_possession,feature_pounce,feature_prone,feature_psychic_defense,feature_rampage,feature_read_thoughts,feature_reckless,feature_redirect_attack,feature_reel,feature_regeneration,feature_rejuvenation,feature_relentless,feature_shadow_stealth,feature_shapechange,feature_siege_monster,feature_slippery,feature_sneak_attack,feature_spell_immunity,feature_spellcasting,feature_spider_climb,feature_standing_leap,feature_steadfast,feature_stench,feature_sunlight_sensitivity,feature_superior_invisibility,feature_sure_footed,feature_surprise_attack,feature_swallow,feature_teleport,feature_terrain_camouflage,feature_threatening_reach,feature_tunneler,feature_turn_immunity,feature_turn_resistance,feature_two_heads,feature_web,feature_web_sense,feature_web_walker,feature_wounded_fury,inflicts_poisoned,inflicts_blinded,inflicts_charmed,inflicts_deafened,inflicts_frightened,inflicts_incapacitated,inflicts_paralyzed,inflicts_petrified,inflicts_restrained,inflicts_stunned,cr_tier,Type,Size,Challenge_Rating,HP,AC,ac_value,has_advantage_condition,has_disadvantage_condition,has_attackers_advantage,inflicts_prone,has_grapple
Ape,0.5,19,27.25,8.25,43.42105263157895,49.557522123893804,33.0,12.0,4.0,8.0,12.0,5.0,0,13.0,0.0,0,13.0,0,12,0,5.0,0.0,0.0,1.0,5.0,0.0,27.25,27.25,-8.25,0.0,0.0,0,0,0,0,0,0,0,2,2.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cr1,beast,Medium,1/2,19 (3d8+6),12,12,0,0,0,0,0
Giant Goat,0.5,19,28.916958962364042,9.916958962364042,52.19452085454759,58.4070796460177,33.0,12.0,4.0,8.0,12.0,5.0,13,8.0,0.0,0,8.0,0,11,0,5.0,0.0,-1.0,1.0,0.0,1.0,28.25,28.25,-9.25,0.0,0.0,0,0,0,0,0,0,0,3,2.0,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cr1,beast,Large,1/2,19 (3d10+3),11 (Natural Armor),11,0,0,0,1,0
Gnoll,0.5,22,28.875,6.875,31.25,38.93805309734513,33.0,12.0,4.0,8.0,12.0,4.0,0,5.5,2.0,0,7.5,0,15,0,4.0,0.0,3.0,0.0,-0.5,0.0,28.875,28.875,-6.875,0.0,0.0,0,0,0,0,0,0,0,2,2.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cr1,humanoid (gnoll),Medium,1/2,22 (5d8),"15 (Hide Armor, Shield)",15,0,0,0,0,0
Gray Ooze,0.5,22,28.78125,6.78125,30.823863636363637,38.05309734513274,33.0,12.0,4.0,8.0,12.0,3.0,0,11.5,0.0,0,11.5,0,8,0,3.0,0.0,-4.0,-1.0,3.5,0.0,38.375,28.78125,-6.78125,0.0,0.0,0,0,3,0,0,0,0,2,2.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cr1,ooze,Medium,1/2,22 (3d8+9),8,8,0,0,0,0,0
Magmin,0.5,9,20.426791037635958,11.426791037635958,126.96434486262176,82.30088495575221,33.0,12.0,4.0,8.0,12.0,4.0,11,10.5,4.666666666666666,0,15.166666666666666,0,14,0,4.0,0.0,2.0,0.0,7.166666666666666,-1.0,28.125,21.09375,-12.09375,0.0,0.0,0,0,3,1,0,0,0,1,2.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cr1,elemental,Small,1/2,9 (2d6+2),14 (Natural Armor),14,0,0,0,0,0
Lizardfolk,0.5,22,26.25,4.25,19.318181818181817,26.10619469026549,33.0,12.0,4.0,8.0,12.0,4.0,0,11.0,0.0,0,11.0,0,15,0,4.0,0.0,3.0,0.0,3.0,0.0,26.25,26.25,-4.25,0.0,0.0,0,0,0,0,0,0,0,2,2.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cr1,humanoid (lizardfolk),Medium,1/2,22 (4d8+4),"15 (Natural Armor, Shield)",15,0,0,0,0,0
Magma Mephit,0.5,22,22.97850292891804,0.97850292891804,4.447740585991091,7.079646017699115,33.0,12.0,4.0,8.0,12.0,3.0,11,7.0,7.0,0,14.0,2,13,0,3.0,0.0,1.0,-1.0,6.0,-1.0,32.0,32.0,-10.0,0.0,0.0,1,0,0,2,1,0,1,1,2.0,-1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cr1,elemental,Small,1/2,22 (5d6+5),11,11,1,1,0,0,0
Crocodile,0.5,19,34.04195896236404,15.041958962364042,79.1682050650739,69.02654867256636,33.0,12.0,4.0,8.0,12.0,4.0,12,7.5,0.0,0,7.5,0,12,0,4.0,0.0,0.0,0.0,-0.5,0.0,33.375,33.375,-14.375,0.0,0.0,0,0,0,0,0,0,0,3,2.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,cr1,beast,Large,1/2,19 (3d10+3),12 (Natural Armor),12,0,0,0,0,1
Black Bear,0.5,19,33.125,14.125,74.3421052631579,67.2566371681416,33.0,12.0,4.0,8.0,12.0,3.0,0,12.5,0.0,0,12.5,0,11,0,3.0,0.0,-1.0,-1.0,4.5,0.0,33.125,33.125,-14.125,0.0,0.0,0,0,0,0,0,0,0,2,2.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cr1,beast,Medium,1/2,19 (3d8+6),11 (Natural Armor),11,0,0,0,0,0
Cockatrice,0.5,27,26.999998567837718,-1.4321622821000801e-06,-5.304304748518815e-06,0.8849557522123894,33.0,12.0,4.0,8.0,12.0,3.0,11,3.5,0.0,0,3.5,0,11,0,3.0,0.0,-1.0,-1.0,-4.5,-1.0,43.375,43.375,-16.375,0.0,0.0,1,0,0,0,0,0,0,1,2.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,cr1,monstrosity,Small,1/2,27 (6d6+6),11,11,0,0,0,0,0
Swarm of Beetles,0.5,22,25.125,3.125,14.204545454545455,20.79646017699115,33.0,12.0,4.0,8.0,12.0,3.0,0,10.0,0.0,0,10.0,0,12,0,3.0,0.0,0.0,-1.0,2.0,0.0,33.5,25.125,-3.125,0.0,0.0,0,0,3,0,0,0,0,2,2.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cr1,swarm of tiny beasts,Medium,1/2,22 (5d8),12 (Natural Armor),12,0,0,0,0,0
Scout,0.5,16,27.75,11.75,73.4375,65.48672566371681,33.0,12.0,4.0,8.0,12.0,4.0,0,13.0,0.0,0,13.0,0,13,0,4.0,0.0,1.0,0.0,5.0,0.0,27.75,27.75,-11.75,0.0,0.0,0,0,0,0,0,0,0,2,2.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cr1,humanoid (any race),Medium,1/2,16 (3d8+3),13 (Leather Armor),13,0,0,0,0,0
Shadow,0.5,16,15.75286082413999,-0.24713917586000989,-1.5446198491250618,3.5398230088495577,33.0,12.0,4.0,8.0,12.0,4.0,0,9.0,0.0,0,9.0,4,16,0,4.0,0.0,4.0,0.0,1.0,0.0,27.25,20.4375,-4.4375,0.0,0.0,0,0,7,2,1,0,0,2,2.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cr1,undead,Medium,1/2,16 (3d8+3),12,12,0,1,0,0,0
Swarm of Spiders,0.5,22,25.125,3.125,14.204545454545455,20.79646017699115,33.0,12.0,4.0,8.0,12.0,3.0,0,10.0,0.0,0,10.0,0,12,0,3.0,0.0,0.0,-1.0,2.0,0.0,33.5,25.125,-3.125,0.0,0.0,0,0,3,0,0,0,0,2,2.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,cr1,swarm of tiny beasts,Medium,1/2,22 (5d8),12 (Natural Armor),12,0,0,0,0,0
Warhorse,0.5,19,18.416958962364042,-0.583041037635958,-3.0686370401892527,4.424778761061947,33.0,12.0,4.0,8.0,12.0,6.0,14,11.0,3.6666666666666665,0,14.666666666666666,0,11,0,6.0,0.0,-1.0,2.0,6.666666666666666,2.0,17.75,17.75,1.25,0.0,0.0,0,0,0,0,0,0,0,3,2.0,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cr1,beast,Large,1/2,19 (3d10+3),11,11,0,0,0,1,0
Warhorse Skeleton,0.5,22,21.23231978650403,-0.7676802134959715,-3.48945551589078,6.1946902654867255,33.0,12.0,4.0,8.0,12.0,6.0,0,11.0,0.0,0,11.0,0,13,0,6.0,0.0,1.0,2.0,3.0,0.0,25.25,25.25,-3.25,0.0,0.0,0,0,0,1,1,0,0,3,2.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cr1,undead,Large,1/2,22 (3d10+6),13 (Barding Scraps),13,0,0,0,0,0
Thug,0.5,32,30.25,-1.75,-5.46875,7.964601769911504,33.0,12.0,4.0,8.0,12.0,4.0,0,11.0,0.0,0,11.0,0,11,1,5.0,0.0,-1.0,1.0,3.0,0.0,30.25,30.25,1.75,0.0,0.0,0,0,0,0,0,0,0,2,2.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,cr1,humanoid (any race),Medium,1/2,32 (5d8+10),11 (Leather Armor),11,0,0,0,0,0
Worg,0.5,26,24.416958962364042,-1.583041037635958,-6.088619375522915,8.849557522123893,33.0,12.0,4.0,8.0,12.0,5.0,13,10.0,0.0,0,10.0,0,13,0,5.0,0.0,1.0,1.0,2.0,1.0,23.75,23.75,2.25,0.0,0.0,0,0,0,0,0,0,0,3,2.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cr1,monstrosity,Large,1/2,26 (4d10+4),13 (Natural Armor),13,0,0,0,1,0
Deep Gnome (Svirfneblin),0.5,16,19.169470032745185,3.169470032745185,19.809187704657404,27.43362831858407,33.0,12.0,4.0,8.0,12.0,4.0,12,6.5,0.0,0,6.5,0,15,0,4.0,0.0,3.0,0.0,-1.5,0.0,29.125,29.125,-13.125,0.0,0.0,0,0,0,0,0,0,1,1,2.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,cr1,humanoid (gnome),Small,1/2,16 (3d6 + 6),15 (chain shirt),15,1,1,0,0,0
Dust Mephit,0.5,17,20.484830856885175,3.484830856885175,20.49900504050103,30.08849557522124,33.0,12.0,4.0,8.0,12.0,4.0,10,10.5,0.0,0,10.5,2,14,0,4.0,0.0,2.0,0.0,2.5,-2.0,35.125,35.125,-18.125,0.0,0.0,1,0,0,1,1,0,1,1,2.0,-1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,cr1,elemental,Small,1/2,17 (5d6),12,12,0,0,0,0,0
Ice Mephit,0.5,21,25.293863753058027,4.293863753058027,20.44697025265727,28.31858407079646,33.0,12.0,4.0,8.0,12.0,3.0,10,6.0,4.0,0,10.0,2,13,0,3.0,0.0,1.0,-1.0,2.0,-2.0,39.0,39.0,-18.0,0.0,0.0,1,0,0,2,2,0,1,1,2.0,-1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cr1,elemental,Small,1/2,21 (6d6),11,11,0,0,0,0,0
Swarm of Insects,0.5,22,25.125,3.125,14.204545454545455,20.79646017699115,33.0,12.0,4.0,8.0,12.0,3.0,0,10.0,0.0,0,10.0,0,12,0,3.0,0.0,0.0,-1.0,2.0,0.0,33.5,25.125,-3.125,0.0,0.0,0,0,3,0,0,0,0,2,2.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cr1,swarm of tiny beasts,Medium,1/2,22 (5d8),12 (Natural Armor),12,0,0,0,0,0
Darkmantle,0.5,22,22.339368965603093,0.33936896560309293,1.5425862072867862,2.6548672566371683,33.0,12.0,4.0,8.0,12.0,5.0,13,6.5,0.0,0,6.5,0,11,0,5.0,0.0,-1.0,1.0,-1.5,1.0,28.625,28.625,-6.625,0.0,0.0,1,0,0,0,0,0,0,1,2.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,cr1,monstrosity,Small,1/2,22 (5d6+5),11,11,1,0,0,0,0
Animated Armor,1.0,33,29.95959568899897,-3.04040431100103,-9.213346396972819,20.2020202020202,49.5,12.0,5.0,12.0,12.0,4.0,0,11.0,0.0,0,11.0,0,18,0,4.0,0.0,6.0,-1.0,-1.0,0.0,38.5,38.5,-5.5,0.0,0.0,0,0,0,2,0,0,0,2,2.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,cr2,construct,Medium,1,33 (6d8+6),18 (Natural Armor),18,0,0,0,0,0
Bugbear,1.0,27,41.16666666666667,14.166666666666671,52.46913580246916,79.7979797979798,49.5,12.0,5.0,12.0,12.0,4.0,0,11.0,2.333333333333333,0,13.333333333333332,0,16,0,4.0,0.0,4.0,-1.0,1.3333333333333321,0.0,41.16666666666667,41.16666666666667,-14.166666666666671,0.0,0.0,0,0,0,0,0,0,0,2,2.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cr2,humanoid (goblinoid),Medium,1,27 (5d8+5),"16 (Hide Armor, Shield)",16,0,0,0,0,0
Brown Bear,1.0,34,46.07210491378352,12.07210491378352,35.506190922892706,65.65656565656566,49.5,12.0,5.0,12.0,12.0,5.0,0,19.5,0.0,0,19.5,0,11,0,5.0,0.0,-1.0,0.0,7.5,0.0,44.5,44.5,-10.5,0.0,0.0,0,0,0,0,0,0,0,3,2.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cr2,beast,Large,1,34 (4d10+12),11 (Natural Armor),11,0,0,0,0,0
Brass Dragon Wyrmling,1.0,16,35.16666666666667,19.16666666666667,119.7916666666667,94.94949494949495,49.5,12.0,5.0,12.0,12.0,4.0,11,7.5,6.833333333333333,0,14.333333333333332,4,20,0,4.0,0.0,8.0,-1.0,2.333333333333332,-1.0,35.16666666666667,35.16666666666667,-19.16666666666667,0.0,0.0,1,4,0,1,0,0,0,2,2.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cr2,dragon,Medium,1,16 (3d8+3),16 (Natural Armor),16,0,0,0,0,0
Duergar,1.0,26,13.748814182241148,-12.251185817758852,-47.11994545291866,75.75757575757575,49.5,12.0,5.0,12.0,12.0,4.0,0,6.5,0.0,0,6.5,1,17,0,4.0,0.0,5.0,-1.0,-5.5,0.0,47.0,47.0,-21.0,0.0,0.0,0,0,1,0,0,0,0,2,2.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,cr2,humanoid (dwarf),Medium,1,26 (4d8+4),"16 (Scale Mail, Shield)",16,0,1,0,0,0
Copper Dragon Wyrmling,1.0,22,32.5,10.5,47.72727272727273,76.76767676767676,49.5,12.0,5.0,12.0,12.0,4.0,11,7.5,9.5,0,17.0,4,20,0,4.0,0.0,8.0,-1.0,5.0,-1.0,32.5,32.5,-10.5,0.0,0.0,1,4,0,1,0,0,0,2,2.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cr2,dragon,Medium,1,22 (4d8+4),16 (Natural Armor),16,0,0,0,0,0
Death Dog,1.0,39,28.919998404591325,-10.080001595408675,-25.846157936945318,53.535353535353536,49.5,12.0,5.0,12.0,12.0,4.0,12,11.0,0.0,0,11.0,0,12,0,4.0,0.0,0.0,-1.0,-1.0,0.0,53.5,53.5,-14.5,0.0,0.0,0,0,0,0,0,0,0,2,2.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,cr2,monstrosity,Medium,1,39 (6d8+12),12,12,0,0,0,0,0
